date,market,city,district,state,category,product,min_price_rs_qtl,max_price_rs_qtl,modal_price_rs_qtl,arrival_tonnes,demand_tonnes,demand_index,temperature_c,humidity_pct,rainfall_mm,distance_from_roorkee_km,road_quality_score,travel_time_hr,transport_cost_rs,cold_chain_available,quality_score,moisture_pct,festival_flag,holiday_flag,price_range_rs_qtl,supply_demand_ratio,net_price_after_transport,price_lag_1d,arrival_lag_1d,demand_lag_1d,price_lag_8d,arrival_lag_8d,demand_lag_8d,price_lag_28d,arrival_lag_28d,demand_lag_28d,price_rolling_7d,price_rolling_28d,arrival_rolling_7d,arrival_rolling_28d,demand_rolling_7d,demand_rolling_28d,month,day_of_week,week_of_year,year,sin_doy,cos_doy,target_next_price,target_next_arrival,target_next_demand,target_price_change_pct
2024-03-09,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5460.13,6409.72,5934.92,41.0,23.37,36.98,25.16,59.95,0.12,23.19,82.01,0.83,72.01,0,78.73,11.87,0,0,949.5900000000001,1.754385889842281,5862.91,5725.2,66.36,56.68,5650.96,50.72,42.2,5676.86,44.0,42.67,5688.08,5727.8671428571415,58.540000000000006,45.55571428571428,49.44000000000001,35.76571428571428,3,5,10,2024,0.9272375462179537,0.374473674486883,5708.14,38.29,25.74,-3.821113005735541
2024-03-13,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5251.49,6164.79,5708.14,38.29,25.74,39.19,21.5,68.19,0.99,24.35,75.32,0.92,80.07,0,75.46,13.22,0,0,913.3000000000002,1.4875679297759157,5628.070000000001,5934.92,41.0,23.37,5725.2,66.36,56.68,5611.75,42.48,13.57,5830.0599999999995,5764.732857142857,53.68000000000001,45.12714285714286,40.025000000000006,33.00857142857143,3,2,11,2024,0.9507903724625832,0.3098349038318025,8183.13,11.07,59.26,43.35895755885454
2024-03-17,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,7528.48,8837.78,8183.13,11.07,59.26,100.0,24.74,63.79,3.05,23.41,77.43,0.87,64.45,0,73.57,15.02,0,1,1309.300000000001,0.18680391179878653,8118.68,5708.14,38.29,25.74,5934.92,41.0,23.37,5618.57,55.12,41.15,5821.530000000001,5778.5028571428575,39.64500000000001,44.528571428571425,24.555000000000007,34.74714285714286,3,6,11,2024,0.969843196967294,0.24372971360968387,6367.05,37.76,30.82,-22.192975059665432
2024-03-21,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5857.69,6876.42,6367.05,37.76,30.82,45.31,26.25,51.6,1.76,20.33,78.45,0.75,51.2,0,79.51,6.95,0,0,1018.7300000000005,1.2251784157956385,6315.85,8183.13,11.07,59.26,5708.14,38.29,25.74,5441.75,31.92,16.15,6945.635,6144.86857142857,24.680000000000007,38.23571428571429,42.50000000000001,37.33428571428572,3,3,12,2024,0.984305844499033,0.17647097349152166,5181.69,28.37,14.16,-18.617098970480843
2024-03-25,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4767.16,5596.23,5181.69,28.37,14.16,24.05,22.84,63.94,0.7,21.55,86.89,0.75,63.57,1,82.93,11.1,0,0,829.0699999999997,2.0035309319540304,5118.12,6367.05,37.76,30.82,8183.13,11.07,59.26,6369.98,28.29,37.94,7275.09,6277.054285714286,24.415000000000006,39.07,45.040000000000006,39.43,3,0,13,2024,0.9941098647022418,0.10837701279187609,6216.7,11.95,20.92,19.97437129585136
2024-03-29,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5719.37,6714.04,6216.7,11.95,20.92,69.27,24.74,61.12,1.51,25.1,82.14,0.9,74.01,1,75.74,9.82,0,0,994.6700000000001,0.5712236820638774,6142.69,5181.69,28.37,14.16,6367.05,37.76,30.82,5650.96,50.72,42.2,5774.37,6107.2985714285705,33.065000000000005,39.08142857142857,22.490000000000002,36.03285714285714,3,4,13,2024,0.9992088560679753,0.03977011384605572,7363.0,27.71,59.01,18.43904322228836
2024-04-02,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,6773.96,7952.05,7363.0,27.71,59.01,92.06,25.31,73.51,0.1,25.46,78.67,0.94,72.57,0,69.99,12.19,0,0,1178.0900000000001,0.46958141891914223,7290.43,6216.7,11.95,20.92,5181.69,28.37,14.16,5725.2,66.36,56.68,5699.195,6188.118571428572,20.160000000000007,33.542857142857144,17.540000000000006,32.99285714285714,4,1,14,2024,0.9995786855478958,-0.029025013321975237,5755.58,52.07,44.05,-21.83104712752954
2024-04-06,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5295.14,6216.03,5755.58,52.07,44.05,44.4,29.8,72.26,0.79,24.15,79.75,0.88,66.25,1,72.01,7.31,0,0,920.8899999999994,1.1820658074445902,5689.33,7363.0,27.71,59.01,6216.7,11.95,20.92,5934.92,41.0,23.37,6789.85,6422.090000000001,19.830000000000005,28.021428571428572,39.965,33.325714285714284,4,5,14,2024,0.9952176027737294,-0.09768276782171598,5716.68,29.13,25.11,-0.6758658553959745
2024-04-10,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5259.35,6174.01,5716.68,29.13,25.11,44.37,29.66,66.6,0.23,21.18,79.81,0.77,60.93,1,86.64,12.04,0,0,914.6599999999999,1.1600955332498792,5655.75,5755.58,52.07,44.05,7363.0,27.71,59.01,5708.14,38.29,25.74,6559.29,6396.47,39.89000000000001,29.602857142857143,51.53,36.279999999999994,4,2,15,2024,0.986146248341595,-0.16587819893463143,6200.73,22.08,26.4,8.467327189907415
2024-04-14,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5704.67,6696.79,6200.73,22.08,26.4,53.93,27.45,68.51,0.37,22.45,89.86,0.76,67.28,0,68.16,10.24,0,1,992.1199999999999,0.8363636046831967,6133.45,5716.68,29.13,25.11,5755.58,52.07,44.05,8183.13,11.07,59.26,5736.13,6397.6900000000005,40.60000000000001,28.294285714285714,34.58,36.19,4,6,15,2024,0.9724075561219968,-0.23328854407545518,5393.99,117.46,30.85,-13.010403613768053
2024-04-18,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4962.47,5825.51,5393.99,117.46,30.85,28.06,26.14,74.08,3.13,24.39,76.15,0.91,69.5,0,79.32,12.0,0,0,863.04,3.807455306079244,5324.49,6200.73,22.08,26.4,5716.68,29.13,25.11,6367.05,37.76,30.82,5958.705,6114.49,25.605000000000004,29.86714285714286,25.755000000000003,31.495714285714286,4,3,16,2024,0.9540665500578387,-0.2995947563972602,6767.37,38.96,51.69,25.46130044734974
2024-04-22,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,6225.98,7308.76,6767.37,38.96,51.69,62.3,23.8,62.45,2.02,25.7,89.02,0.88,76.96,1,76.56,14.1,0,0,1082.7800000000007,0.7537241100072721,6690.41,5393.99,117.46,30.85,6200.73,22.08,26.4,5181.69,28.37,14.16,5797.36,5975.481428571428,69.77,41.25285714285714,28.625000000000004,31.5,4,0,17,2024,0.9312100364121947,-0.3644830148102912,7412.82,21.58,41.41,9.537678595968593
2024-04-26,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,6819.79,8005.84,7412.82,21.58,41.41,80.76,31.22,70.92,1.05,23.66,79.07,0.87,66.6,1,83.69,5.37,0,0,1186.0500000000002,0.5211301492120225,7346.219999999999,6767.37,38.96,51.69,5393.99,117.46,30.85,6216.7,11.95,20.92,6080.68,6202.007142857142,78.21000000000001,42.76571428571428,41.27,36.86142857142857,4,4,17,2024,0.9039461929224011,-0.42764620926777464,7724.83,19.06,47.55,4.2090594402670005
2024-04-30,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,7106.84,8342.81,7724.83,19.06,47.55,100.0,31.61,51.4,1.26,25.33,76.22,0.95,70.28,0,67.34,8.51,0,0,1235.9699999999993,0.4008412113387758,7654.55,7412.82,21.58,41.41,6767.37,38.96,51.69,7363.0,27.71,59.01,7090.094999999999,6372.881428571428,30.270000000000007,44.14142857142857,46.55,39.78857142857142,4,1,18,2024,0.8724040568049612,-0.48878539428899265,6677.62,25.29,64.57,-13.556414833724498
2024-05-04,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,6143.41,7211.83,6677.62,25.29,64.57,97.7,29.59,70.99,1.24,25.26,88.5,0.86,73.14,0,79.76,13.23,0,0,1068.42,0.3916679511899032,6604.48,7724.83,19.06,47.55,7412.82,21.58,41.41,5755.58,52.07,44.05,7568.825,6424.571428571428,20.320000000000007,42.90571428571429,44.480000000000004,38.151428571428575,5,5,18,2024,0.8367329140344921,-0.5476112038402312,5770.71,46.37,52.6,-13.58133586517352
2024-05-08,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5309.06,6232.37,5770.71,46.37,52.6,51.63,31.16,66.88,5.66,23.3,76.26,0.87,72.3,0,85.36,9.68,0,0,923.3099999999995,0.8815589186015415,5698.41,6677.62,25.29,64.57,7724.83,19.06,47.55,5716.68,29.13,25.11,7201.225,6556.291428571428,22.175000000000004,39.08,56.06,41.082857142857144,5,2,19,2024,0.7971015927871943,-0.6038452208771035,6548.02,30.45,56.31,13.469919645936121
2024-05-12,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,6024.18,7071.86,6548.02,30.45,56.31,81.95,31.67,67.86,0.93,26.61,81.31,0.96,79.06,0,67.46,14.4,0,1,1047.6799999999994,0.5407565167686642,6468.96,5770.71,46.37,52.6,6677.62,25.29,64.57,6200.73,22.08,26.4,6224.165,6564.009999999999,35.830000000000005,41.54285714285714,58.58500000000001,45.01,5,6,19,2024,0.753697664392914,-0.6572212950663319,5510.15,43.65,41.34,-15.85013484992411
2024-05-16,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5069.33,5950.96,5510.15,43.65,41.34,58.16,34.11,67.81,2.2,24.99,83.98,0.89,70.89,1,78.59,8.52,0,0,881.6300000000001,1.0558780586386536,5439.259999999999,6548.02,30.45,56.31,5770.71,46.37,52.6,5393.99,117.46,30.85,6159.365,6613.622857142857,38.410000000000004,42.73857142857143,54.45500000000001,49.28285714285714,5,3,20,2024,0.7067265555776158,-0.7074868024503348,6740.54,26.57,58.03,22.32951916009547
2024-05-20,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,6201.3,7279.78,6740.54,26.57,58.03,77.95,30.86,58.84,0.48,22.84,86.46,0.79,67.27,0,77.97,13.8,0,0,1078.4799999999996,0.4578666128232533,6673.2699999999995,5510.15,43.65,41.34,6548.02,30.45,56.31,6767.37,38.96,51.69,6029.085,6630.217142857144,37.05000000000001,32.19428571428571,48.82500000000001,50.78142857142858,5,0,21,2024,0.6564105761979381,-0.7544038410927472,7173.6,12.42,31.36,6.424707812727176
2024-05-24,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,6599.71,7747.49,7173.6,12.42,31.36,100.0,34.19,77.59,0.09,23.11,80.09,0.84,67.03,0,63.2,10.42,0,0,1147.7799999999997,0.3960459057383321,7106.570000000001,6740.54,26.57,58.03,5510.15,43.65,41.34,7412.82,21.58,41.41,6125.344999999999,6626.384285714286,35.11000000000001,30.42428571428571,49.68500000000001,51.68714285714285,5,4,21,2024,0.6029878670694714,-0.7977503570459932,6440.06,30.04,34.09,-10.225549236087875
2024-05-28,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5924.86,6955.27,6440.06,30.04,34.09,55.14,37.09,58.77,0.87,25.91,85.94,0.9,79.5,0,79.39,11.21,0,0,1030.4100000000008,0.8811968060663887,6360.56,7173.6,12.42,31.36,6740.54,26.57,58.03,7724.83,19.06,47.55,6957.07,6592.21,19.49500000000001,29.115714285714287,44.69500000000001,50.25142857142857,5,1,22,2024,0.5467112728685939,-0.8373211953118121,5814.46,38.33,37.16,-9.714195209361408
2024-06-01,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5349.3,6279.62,5814.46,38.33,37.16,51.02,35.47,61.37,1.3,24.49,85.55,0.86,79.59,1,71.51,9.52,0,0,930.3199999999997,1.0314854404874747,5734.87,6440.06,30.04,34.09,7173.6,12.42,31.36,6677.62,25.29,64.57,6806.83,6408.671428571428,21.23000000000001,30.684285714285714,32.72500000000001,48.32857142857143,6,5,22,2024,0.4878471454423119,-0.8729290708206411,5457.43,39.0,44.17,-6.14038105000292
2024-06-05,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5020.84,5894.03,5457.43,39.0,44.17,44.74,32.57,68.62,0.03,21.42,78.36,0.79,58.23,1,79.19,13.49,0,0,873.1899999999996,0.8829522100305137,5399.200000000001,5814.46,38.33,37.16,6440.06,30.04,34.09,5770.71,46.37,52.6,6127.26,6285.362857142857,34.18500000000001,32.54714285714285,35.62500000000001,44.41285714285714,6,2,23,2024,0.42667408318992467,-0.9044054548343001,5168.77,49.21,28.89,-5.2893028403479265
2024-06-09,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4755.27,5582.27,5168.77,49.21,28.89,34.4,34.76,68.98,1.26,23.6,79.32,0.86,71.02,1,82.11,15.96,0,1,827.0,1.7033575042105398,5097.75,5457.43,39.0,44.17,5814.46,38.33,37.16,6548.02,30.45,56.31,5635.945,6240.608571428572,38.665000000000006,31.494285714285713,40.665000000000006,43.20857142857143,6,6,23,2024,0.36348161248290634,-0.9316013725767187,5197.38,33.25,14.67,0.5535166006612728
2024-06-13,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4781.59,5613.17,5197.38,33.25,14.67,29.2,31.94,60.53,1.41,25.33,79.72,0.93,68.97,1,71.45,13.18,0,0,831.5799999999999,2.266530179513962,5128.41,5168.77,49.21,28.89,5457.43,39.0,44.17,5510.15,43.65,41.34,5313.1,6043.572857142857,44.10500000000001,34.174285714285716,36.53000000000001,39.291428571428575,6,3,24,2024,0.2985688173637202,-0.9543881083175908,5113.9,61.07,33.95,-1.6061938899984314
2024-06-17,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4704.79,5523.01,5113.9,61.07,33.95,31.21,30.07,60.19,1.41,23.14,80.62,0.84,62.25,0,87.57,13.46,0,0,818.2200000000003,1.798821743775501,5051.65,5197.38,33.25,14.67,5168.77,49.21,28.89,6740.54,26.57,58.03,5183.075000000001,5998.891428571428,41.23000000000001,32.68857142857143,21.78000000000001,35.48142857142857,6,0,25,2024,0.23224292400907015,-0.9726578145718654,6751.7,15.27,24.75,32.026437748098324
2024-06-21,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,6211.56,7291.83,6751.7,15.27,24.75,75.94,34.8,67.75,2.16,23.08,81.19,0.83,73.01,1,72.26,7.83,0,0,1080.2699999999995,0.6169696720416293,6678.69,5113.9,61.07,33.95,5197.38,33.25,14.67,7173.6,12.42,31.36,5155.639999999999,5766.5142857142855,47.16000000000001,37.61714285714286,24.31000000000001,32.04142857142857,6,4,25,2024,0.16481784665719793,-0.9863240225317866,4944.42,47.27,27.02,-26.767777004310023
2024-06-25,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4548.87,5339.98,4944.42,47.27,27.02,39.46,34.95,62.88,0.49,22.39,83.18,0.8,66.3,0,85.71,12.05,0,0,791.1099999999997,1.749444790916181,4878.12,6751.7,15.27,24.75,5113.9,61.07,33.95,6440.06,30.04,34.09,5932.799999999999,5706.242857142856,38.17000000000001,38.02428571428572,29.35000000000001,31.09714285714286,6,1,26,2024,0.0966127018812031,-0.9953220513156602,6358.55,13.89,35.47,28.600523418318026
2024-06-29,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5849.86,6867.23,6358.55,13.89,35.47,100.0,33.84,60.8,0.22,27.21,85.11,0.96,67.03,1,83.32,14.73,0,0,1017.3699999999999,0.39159852293209696,6291.52,4944.42,47.27,27.02,6751.7,15.27,24.75,5814.46,38.33,37.16,5848.0599999999995,5492.580000000001,31.270000000000014,40.48571428571428,25.885000000000005,30.087142857142858,6,5,26,2024,0.02795029824021032,-0.999609314096404,5524.95,28.39,37.74,-13.109907132915529
2024-07-03,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5082.95,5966.94,5524.95,28.39,37.74,60.57,33.42,71.07,2.52,23.87,86.63,0.83,80.24,0,53.14,7.38,0,0,883.9899999999998,0.7522522323197607,5444.71,6358.55,13.89,35.47,4944.42,47.27,27.02,5457.43,39.0,44.17,5651.485000000001,5570.307142857143,30.580000000000013,36.994285714285716,31.245000000000005,29.845714285714287,7,2,27,2024,-0.04084439154329611,-0.9991655196610109,5147.76,38.7,34.91,-6.8270301088697565
2024-07-07,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4735.94,5559.59,5147.76,38.7,34.91,39.43,35.32,57.78,0.95,24.89,77.0,0.93,76.12,0,65.32,8.99,0,1,823.6500000000005,1.1085648493679507,5071.64,5524.95,28.39,37.74,6358.55,13.89,35.47,5168.77,49.21,28.89,5941.75,5579.952857142857,21.140000000000015,35.478571428571435,36.605000000000004,28.927142857142858,7,6,27,2024,-0.10944576864891556,-0.993992768446958,4820.97,50.84,14.24,-6.348198051191196
2024-07-11,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4435.3,5206.65,4820.97,50.84,14.24,20.04,31.66,62.24,3.45,21.25,84.0,0.75,66.92,1,63.85,9.06,0,0,771.3499999999995,3.5702244683831137,4754.05,5147.76,38.7,34.91,5524.95,28.39,37.74,5197.38,33.25,14.67,5336.355,5576.9514285714295,33.545000000000016,33.97714285714286,36.325,29.78714285714286,7,3,28,2024,-0.17752914918703497,-0.984115542601034,5706.85,27.62,45.8,18.375555126872808
2024-07-15,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5250.3,6163.4,5706.85,27.62,45.8,76.78,37.03,55.44,24.07,23.83,72.34,0.92,77.05,0,61.65,12.61,0,0,913.0999999999995,0.603056755391774,5629.8,4820.97,50.84,14.24,5147.76,38.7,34.91,5113.9,61.07,33.95,4984.365,5523.178571428572,44.77000000000002,36.49,24.575000000000006,29.725714285714282,7,0,29,2024,-0.24477230089725957,-0.9695805901076308,5692.7,24.6,32.01,-0.24794764186899157
2024-07-19,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5237.29,6148.12,5692.7,24.6,32.01,48.44,32.44,57.83,5.38,21.52,68.47,0.85,67.82,0,61.8,17.6,0,0,910.8299999999999,0.7685098166663601,5624.88,5706.85,27.62,45.8,4820.97,50.84,14.24,6751.7,15.27,24.75,5263.91,5607.885714285715,39.23000000000002,31.711428571428574,30.020000000000007,31.41857142857143,7,4,29,2024,-0.3108569682435036,-0.9504567035349151,5834.12,13.48,21.87,2.484234194670369
2024-07-23,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,5367.39,6300.85,5834.12,13.48,21.87,66.83,32.38,65.98,2.26,24.24,78.83,0.89,66.88,1,69.29,7.85,0,0,933.46,0.6163694276922986,5767.24,5692.7,24.6,32.01,5706.85,27.62,45.8,4944.42,47.27,27.02,5699.775,5456.599999999999,26.110000000000014,33.04428571428572,38.905,32.455714285714286,7,1,30,2024,-0.3754703786876202,-0.9268343944460494,4752.77,31.88,17.8,-18.534929003860043
2024-07-27,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4372.55,5132.99,4752.77,31.88,17.8,20.83,35.44,50.01,0.75,26.05,83.88,0.92,81.49,0,71.57,12.2,0,0,760.4399999999996,1.7910111353364528,4671.280000000001,5834.12,13.48,21.87,5692.7,24.6,32.01,6358.55,13.89,35.47,5763.41,5583.7,19.040000000000013,28.217142857142857,26.940000000000005,31.72,7,5,30,2024,-0.4383067230125192,-0.898825465016444,4919.88,34.1,32.44,3.51605484801494
2024-07-31,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4526.29,5313.47,4919.88,34.1,32.44,54.83,32.35,65.73,6.23,25.12,81.71,0.9,66.43,0,69.09,9.99,0,0,787.1800000000003,1.0511713609379978,4853.45,4752.77,31.88,17.8,5834.12,13.48,21.87,5524.95,28.39,37.74,5293.445,5354.302857142857,22.680000000000014,30.787142857142857,19.835000000000008,29.195714285714285,7,2,31,2024,-0.4990686026885319,-0.8665624788845385,5105.66,36.96,35.16,3.7761083603665075
2024-08-04,Bhagwanpur Mandi,Bhagwanpur,Haridwar,UK,Dairy,Butter,4697.21,5514.11,5105.66,36.96,35.16,43.66,31.66,76.21,10.82,24.68,79.48,0.9,74.79,0,84.84,11.7,0,1,816.8999999999996,1.0511945093516921,5030.87,4919.88,34.1,32.44,4752.77,31.88,17.8,5147.76,38.7,34.91,4836.325000000001,5267.864285714286,32.990000000000016,31.602857142857147,25.120000000000005,28.43857142857143,8,6,31,2024,-0.5574684374327892,-0.8301981337405212,5529.59,24.63,19.31,8.303138085967344
